fips,state,year,month,civil_noninstitutionalpop,laborforce,percentlaborforce,totalemploy,peremploy,totalunemploy,unemployrate
16,Idaho,2012,4,"1,190,217","768,041",64.5,"710,793",59.7,"57,248",7.5
17,Illinois,2012,4,"9,978,424","6,570,514",65.8,"5,984,686",60,"585,828",8.9
18,Indiana,2012,4,"5,025,433","3,168,018",63,"2,906,510",57.8,"261,508",8.3
19,Iowa,2012,4,"2,386,116","1,648,321",69.1,"1,565,529",65.6,"82,792",5
20,Kansas,2012,4,"2,172,144","1,481,563",68.2,"1,396,127",64.3,"85,436",5.8
21,Kentucky,2012,4,"3,380,824","2,042,991",60.4,"1,877,693",55.5,"165,298",8.1
22,Louisiana,2012,4,"3,497,900","2,077,392",59.4,"1,925,368",55,"152,024",7.3
23,Maine,2012,4,"1,082,172","702,123",64.9,"648,668",59.9,"53,455",7.6
24,Maryland,2012,4,"4,594,078","3,111,805",67.7,"2,897,197",63.1,"214,608",6.9
25,Massachusetts,2012,4,"5,334,800","3,476,254",65.2,"3,246,613",60.9,"229,641",6.6
26,Michigan,2012,4,"7,775,107","4,660,252",59.9,"4,236,110",54.5,"424,142",9.1
27,Minnesota,2012,4,"4,179,323","2,949,524",70.6,"2,785,338",66.6,"164,186",5.6
28,Mississippi,2012,4,"2,251,750","1,320,969",58.7,"1,202,836",53.4,"118,133",8.9
29,Missouri,2012,4,"4,665,069","3,011,962",64.6,"2,802,695",60.1,"209,267",6.9
30,Montana,2012,4,"790,384","504,250",63.8,"473,389",59.9,"30,861",6.1
31,Nebraska,2012,4,"1,410,370","1,012,627",71.8,"972,612",69,"40,015",4
32,Nevada,2012,4,"2,124,282","1,372,810",64.6,"1,215,043",57.2,"157,767",11.5
33,New Hampshire,2012,4,"1,064,518","739,095",69.4,"698,947",65.7,"40,148",5.4
34,New Jersey,2012,4,"6,962,675","4,587,042",65.9,"4,158,928",59.7,"428,114",9.3
35,New Mexico,2012,4,"1,589,495","925,209",58.2,"859,305",54.1,"65,904",7.1
36,New York,2012,4,"15,571,747","9,626,661",61.8,"8,792,028",56.5,"834,633",8.7
51000,New York city,2012,4,"6,692,450","4,034,343",60.3,"3,650,101",54.5,"384,242",9.5
37,North Carolina,2012,4,"7,478,218","4,654,336",62.2,"4,225,200",56.5,"429,136",9.2
38,North Dakota,2012,4,"541,874","395,580",73,"383,611",70.8,"11,969",3
39,Ohio,2012,4,"9,016,626","5,708,472",63.3,"5,285,289",58.6,"423,183",7.4
40,Oklahoma,2012,4,"2,887,625","1,798,677",62.3,"1,705,883",59.1,"92,794",5.2
41,Oregon,2012,4,"3,091,722","1,966,134",63.6,"1,791,828",58,"174,306",8.9
42,Pennsylvania,2012,4,"10,151,741","6,456,343",63.6,"5,963,351",58.7,"492,992",7.6
44,Rhode Island,2012,4,"845,201","558,066",66,"498,118",58.9,"59,948",10.7
45,South Carolina,2012,4,"3,647,193","2,180,988",59.8,"1,975,242",54.2,"205,746",9.4
46,South Dakota,2012,4,"630,663","441,929",70.1,"422,987",67.1,"18,942",4.3
47,Tennessee,2012,4,"5,012,071","3,085,878",61.6,"2,843,752",56.7,"242,126",7.8
48,Texas,2012,4,"19,263,009","12,629,757",65.6,"11,766,939",61.1,"862,818",6.8
49,Utah,2012,4,"2,020,206","1,364,073",67.5,"1,288,153",63.8,"75,920",5.6
50,Vermont,2012,4,"511,115","355,306",69.5,"337,489",66,"17,817",5
51,Virginia,2012,4,"6,309,890","4,215,703",66.8,"3,960,155",62.8,"255,548",6.1
53,Washington,2012,4,"5,365,221","3,473,205",64.7,"3,182,749",59.3,"290,456",8.4
54,West Virginia,2012,4,"1,486,769","807,323",54.3,"748,113",50.3,"59,210",7.3
55,Wisconsin,2012,4,"4,480,524","3,073,230",68.6,"2,855,373",63.7,"217,857",7.1
56,Wyoming,2012,4,"442,756","307,429",69.4,"291,093",65.7,"16,336",5.3
1,Alabama,2012,5,"3,742,687","2,167,883",57.9,"1,990,841",53.2,"177,042",8.2
2,Alaska,2012,5,"535,010","365,581",68.3,"339,320",63.4,"26,261",7.2
4,Arizona,2012,5,"4,994,553","3,019,917",60.5,"2,764,044",55.3,"255,873",8.5
5,Arkansas,2012,5,"2,262,501","1,349,301",59.6,"1,248,093",55.2,"101,208",7.5
6,California,2012,5,"29,348,781","18,475,186",63,"16,529,525",56.3,"1,945,661",10.5
37,Los Angeles County,2012,5,"7,832,220","4,904,403",62.6,"4,363,641",55.7,"540,762",11
8,Colorado,2012,5,"3,985,011","2,745,014",68.9,"2,525,805",63.4,"219,209",8
9,Connecticut,2012,5,"2,841,902","1,891,990",66.6,"1,732,906",61,"159,084",8.4
10,Delaware,2012,5,"719,266","446,097",62,"414,139",57.6,"31,958",7.2
11,District of Columbia,2012,5,"526,382","361,926",68.8,"329,079",62.5,"32,847",9.1
12,Florida,2012,5,"15,451,019","9,352,722",60.5,"8,556,212",55.4,"796,510",8.5
13,Georgia,2012,5,"7,478,033","4,780,473",63.9,"4,340,884",58,"439,589",9.2
15,Hawaii,2012,5,"1,062,838","647,353",60.9,"606,604",57.1,"40,749",6.3
16,Idaho,2012,5,"1,191,413","768,109",64.5,"711,590",59.7,"56,519",7.4
17,Illinois,2012,5,"9,981,274","6,575,510",65.9,"5,986,312",60,"589,198",9
18,Indiana,2012,5,"5,027,543","3,163,430",62.9,"2,902,077",57.7,"261,353",8.3
19,Iowa,2012,5,"2,387,231","1,647,104",69,"1,564,572",65.5,"82,532",5
20,Kansas,2012,5,"2,173,274","1,481,088",68.2,"1,396,458",64.3,"84,630",5.7
21,Kentucky,2012,5,"3,382,055","2,046,209",60.5,"1,880,344",55.6,"165,865",8.1
22,Louisiana,2012,5,"3,499,764","2,078,870",59.4,"1,928,377",55.1,"150,493",7.2
23,Maine,2012,5,"1,082,439","702,256",64.9,"648,985",60,"53,271",7.6
24,Maryland,2012,5,"4,597,729","3,113,233",67.7,"2,898,204",63,"215,029",6.9
25,Massachusetts,2012,5,"5,338,972","3,478,126",65.1,"3,248,391",60.8,"229,735",6.6
26,Michigan,2012,5,"7,777,405","4,661,237",59.9,"4,236,590",54.5,"424,647",9.1
27,Minnesota,2012,5,"4,182,120","2,951,721",70.6,"2,787,733",66.7,"163,988",5.6
28,Mississippi,2012,5,"2,252,460","1,318,704",58.5,"1,200,502",53.3,"118,202",9
29,Missouri,2012,5,"4,666,808","3,010,071",64.5,"2,802,271",60,"207,800",6.9
30,Montana,2012,5,"790,983","505,140",63.9,"474,348",60,"30,792",6.1
31,Nebraska,2012,5,"1,411,375","1,013,670",71.8,"973,761",69,"39,909",3.9
32,Nevada,2012,5,"2,127,223","1,374,118",64.6,"1,217,931",57.3,"156,187",11.4
33,New Hampshire,2012,5,"1,065,148","739,930",69.5,"699,386",65.7,"40,544",5.5
34,New Jersey,2012,5,"6,965,677","4,587,786",65.9,"4,157,389",59.7,"430,397",9.4
35,New Mexico,2012,5,"1,590,141","924,689",58.2,"859,491",54.1,"65,198",7.1
36,New York,2012,5,"15,578,286","9,631,910",61.8,"8,796,437",56.5,"835,473",8.7
51000,New York city,2012,5,"6,698,039","4,037,895",60.3,"3,654,900",54.6,"382,995",9.5
37,North Carolina,2012,5,"7,485,781","4,659,233",62.2,"4,230,445",56.5,"428,788",9.2
38,North Dakota,2012,5,"542,863","396,393",73,"384,431",70.8,"11,962",3
39,Ohio,2012,5,"9,018,292","5,704,076",63.3,"5,284,428",58.6,"419,648",7.4
40,Oklahoma,2012,5,"2,889,895","1,801,145",62.3,"1,708,568",59.1,"92,577",5.1
41,Oregon,2012,5,"3,094,456","1,960,764",63.4,"1,787,721",57.8,"173,043",8.8
42,Pennsylvania,2012,5,"10,154,618","6,463,874",63.7,"5,965,749",58.7,"498,125",7.7
44,Rhode Island,2012,5,"845,467","557,745",66,"498,623",59,"59,122",10.6
45,South Carolina,2012,5,"3,651,234","2,181,634",59.8,"1,977,290",54.2,"204,344",9.4
46,South Dakota,2012,5,"631,404","442,202",70,"423,147",67,"19,055",4.3
47,Tennessee,2012,5,"5,016,141","3,087,229",61.5,"2,843,880",56.7,"243,349",7.9
48,Texas,2012,5,"19,292,088","12,647,691",65.6,"11,789,538",61.1,"858,153",6.8
49,Utah,2012,5,"2,023,110","1,366,869",67.6,"1,292,171",63.9,"74,698",5.5
50,Vermont,2012,5,"511,198","355,217",69.5,"337,369",66,"17,848",5
51,Virginia,2012,5,"6,316,339","4,213,290",66.7,"3,958,514",62.7,"254,776",6
53,Washington,2012,5,"5,371,400","3,472,836",64.7,"3,184,279",59.3,"288,557",8.3
54,West Virginia,2012,5,"1,486,863","807,805",54.3,"747,660",50.3,"60,145",7.4
55,Wisconsin,2012,5,"4,482,384","3,074,214",68.6,"2,855,205",63.7,"219,009",7.1
56,Wyoming,2012,5,"443,469","307,342",69.3,"291,010",65.6,"16,332",5.3
1,Alabama,2012,6,"3,744,304","2,169,811",57.9,"1,991,541",53.2,"178,270",8.2
2,Alaska,2012,6,"535,578","365,378",68.2,"339,283",63.3,"26,095",7.1
4,Arizona,2012,6,"5,001,529","3,020,641",60.4,"2,767,822",55.3,"252,819",8.4
5,Arkansas,2012,6,"2,263,469","1,345,137",59.4,"1,244,087",55,"101,050",7.5
6,California,2012,6,"29,380,989","18,490,502",62.9,"16,566,650",56.4,"1,923,852",10.4
37,Los Angeles County,2012,6,"7,839,879","4,906,071",62.6,"4,371,128",55.8,"534,943",10.9
8,Colorado,2012,6,"3,990,847","2,746,986",68.8,"2,529,309",63.4,"217,677",7.9
9,Connecticut,2012,6,"2,843,073","1,888,159",66.4,"1,728,164",60.8,"159,995",8.5
10,Delaware,2012,6,"720,018","445,867",61.9,"413,787",57.5,"32,080",7.2
11,District of Columbia,2012,6,"527,259","363,995",69,"331,525",62.9,"32,470",8.9
12,Florida,2012,6,"15,469,882","9,363,737",60.5,"8,572,197",55.4,"791,540",8.5
13,Georgia,2012,6,"7,487,069","4,780,103",63.8,"4,346,300",58.1,"433,803",9.1
15,Hawaii,2012,6,"1,063,592","646,518",60.8,"606,852",57.1,"39,666",6.1
16,Idaho,2012,6,"1,192,665","768,320",64.4,"712,570",59.7,"55,750",7.3
17,Illinois,2012,6,"9,984,798","6,581,413",65.9,"5,989,930",60,"591,483",9
18,Indiana,2012,6,"5,030,068","3,160,966",62.8,"2,899,477",57.6,"261,489",8.3
19,Iowa,2012,6,"2,388,516","1,646,234",68.9,"1,563,767",65.5,"82,467",5
20,Kansas,2012,6,"2,174,488","1,480,834",68.1,"1,396,986",64.2,"83,848",5.7
21,Kentucky,2012,6,"3,383,350","2,049,885",60.6,"1,882,993",55.7,"166,892",8.1
22,Louisiana,2012,6,"3,501,775","2,079,096",59.4,"1,931,270",55.2,"147,826",7.1
23,Maine,2012,6,"1,082,781","702,374",64.9,"649,390",60,"52,984",7.5
24,Maryland,2012,6,"4,601,637","3,115,037",67.7,"2,899,860",63,"215,177",6.9
25,Massachusetts,2012,6,"5,343,522","3,480,583",65.1,"3,250,413",60.8,"230,170",6.6
26,Michigan,2012,6,"7,780,178","4,663,308",59.9,"4,238,752",54.5,"424,556",9.1
27,Minnesota,2012,6,"4,185,198","2,954,308",70.6,"2,790,249",66.7,"164,059",5.6
28,Mississippi,2012,6,"2,253,235","1,316,525",58.4,"1,198,067",53.2,"118,458",9
29,Missouri,2012,6,"4,668,765","3,009,056",64.5,"2,802,719",60,"206,337",6.9
30,Montana,2012,6,"791,596","506,026",63.9,"475,370",60.1,"30,656",6.1
31,Nebraska,2012,6,"1,412,444","1,014,743",71.8,"974,826",69,"39,917",3.9
32,Nevada,2012,6,"2,130,353","1,375,554",64.6,"1,221,003",57.3,"154,551",11.2
33,New Hampshire,2012,6,"1,065,862","740,931",69.5,"699,998",65.7,"40,933",5.5
34,New Jersey,2012,6,"6,969,179","4,588,346",65.8,"4,157,655",59.7,"430,691",9.4
35,New Mexico,2012,6,"1,590,859","924,609",58.1,"859,851",54,"64,758",7
36,New York,2012,6,"15,585,916","9,635,999",61.8,"8,804,280",56.5,"831,719",8.6
51000,New York city,2012,6,"6,703,640","4,040,095",60.3,"3,660,335",54.6,"379,760",9.4
37,North Carolina,2012,6,"7,493,309","4,666,050",62.3,"4,237,479",56.6,"428,571",9.2
38,North Dakota,2012,6,"543,846","397,248",73,"385,241",70.8,"12,007",3
39,Ohio,2012,6,"9,020,548","5,699,705",63.2,"5,283,729",58.6,"415,976",7.3
40,Oklahoma,2012,6,"2,892,343","1,803,614",62.4,"1,710,817",59.1,"92,797",5.1
41,Oregon,2012,6,"3,097,378","1,955,015",63.1,"1,783,273",57.6,"171,742",8.8
42,Pennsylvania,2012,6,"10,158,150","6,471,232",63.7,"5,968,388",58.8,"502,844",7.8
44,Rhode Island,2012,6,"845,766","557,671",65.9,"499,275",59,"58,396",10.5
45,South Carolina,2012,6,"3,655,306","2,181,576",59.7,"1,979,641",54.2,"201,935",9.3
46,South Dakota,2012,6,"632,161","442,493",70,"423,296",67,"19,197",4.3
47,Tennessee,2012,6,"5,020,456","3,089,570",61.5,"2,845,824",56.7,"243,746",7.9
48,Texas,2012,6,"19,322,158","12,666,159",65.6,"11,815,081",61.1,"851,078",6.7
49,Utah,2012,6,"2,026,096","1,369,264",67.6,"1,295,839",64,"73,425",5.4
50,Vermont,2012,6,"511,308","355,122",69.5,"337,270",66,"17,852",5
51,Virginia,2012,6,"6,322,826","4,212,741",66.6,"3,959,093",62.6,"253,648",6
53,Washington,2012,6,"5,377,746","3,470,961",64.5,"3,185,382",59.2,"285,579",8.2
54,West Virginia,2012,6,"1,487,058","808,057",54.3,"747,109",50.2,"60,948",7.5
55,Wisconsin,2012,6,"4,484,558","3,074,463",68.6,"2,855,143",63.7,"219,320",7.1
56,Wyoming,2012,6,"444,125","307,295",69.2,"290,913",65.5,"16,382",5.3
1,Alabama,2012,7,"3,745,987","2,170,465",57.9,"1,992,973",53.2,"177,492",8.2
2,Alaska,2012,7,"536,113","365,238",68.1,"339,340",63.3,"25,898",7.1
4,Arizona,2012,7,"5,008,717","3,020,860",60.3,"2,771,864",55.3,"248,996",8.2
5,Arkansas,2012,7,"2,264,440","1,340,632",59.2,"1,239,786",54.8,"100,846",7.5
6,California,2012,7,"29,413,187","18,507,042",62.9,"16,610,079",56.5,"1,896,963",10.2
37,Los Angeles County,2012,7,"7,847,547","4,908,546",62.5,"4,380,037",55.8,"528,509",10.8
8,Colorado,2012,7,"3,996,808","2,749,749",68.8,"2,534,042",63.4,"215,707",7.8
9,Connecticut,2012,7,"2,844,306","1,884,464",66.3,"1,724,227",60.6,"160,237",8.5
10,Delaware,2012,7,"720,759","445,624",61.8,"413,453",57.4,"32,171",7.2
11,District of Columbia,2012,7,"528,147","366,121",69.3,"333,915",63.2,"32,206",8.8
12,Florida,2012,7,"15,489,108","9,375,654",60.5,"8,591,475",55.5,"784,179",8.4
13,Georgia,2012,7,"7,495,806","4,779,801",63.8,"4,352,298",58.1,"427,503",8.9
15,Hawaii,2012,7,"1,064,295","645,956",60.7,"607,476",57.1,"38,480",6
16,Idaho,2012,7,"1,193,924","768,630",64.4,"713,677",59.8,"54,953",7.1
17,Illinois,2012,7,"9,988,047","6,586,697",65.9,"5,995,696",60,"591,001",9
18,Indiana,2012,7,"5,032,693","3,160,746",62.8,"2,899,529",57.6,"261,217",8.3
19,Iowa,2012,7,"2,389,799","1,645,790",68.9,"1,563,390",65.4,"82,400",5
20,Kansas,2012,7,"2,175,726","1,480,926",68.1,"1,397,783",64.2,"83,143",5.6
21,Kentucky,2012,7,"3,384,838","2,053,253",60.7,"1,885,597",55.7,"167,656",8.2
22,Louisiana,2012,7,"3,503,942","2,078,453",59.3,"1,934,261",55.2,"144,192",6.9
23,Maine,2012,7,"1,083,127","702,480",64.9,"649,881",60,"52,599",7.5
24,Maryland,2012,7,"4,605,667","3,117,351",67.7,"2,902,369",63,"214,982",6.9
25,Massachusetts,2012,7,"5,348,230","3,483,500",65.1,"3,252,756",60.8,"230,744",6.6
26,Michigan,2012,7,"7,783,230","4,666,036",59.9,"4,242,784",54.5,"423,252",9.1
27,Minnesota,2012,7,"4,188,376","2,957,134",70.6,"2,793,065",66.7,"164,069",5.5
28,Mississippi,2012,7,"2,254,041","1,314,125",58.3,"1,195,722",53,"118,403",9
29,Missouri,2012,7,"4,670,753","3,008,752",64.4,"2,803,881",60,"204,871",6.8
30,Montana,2012,7,"792,253","506,767",64,"476,362",60.1,"30,405",6
31,Nebraska,2012,7,"1,413,551","1,015,850",71.9,"975,857",69,"39,993",3.9
32,Nevada,2012,7,"2,133,512","1,376,852",64.5,"1,224,214",57.4,"152,638",11.1
33,New Hampshire,2012,7,"1,066,591","741,874",69.6,"700,649",65.7,"41,225",5.6
34,New Jersey,2012,7,"6,972,893","4,589,332",65.8,"4,160,007",59.7,"429,325",9.4
35,New Mexico,2012,7,"1,591,633","925,121",58.1,"860,571",54.1,"64,550",7
36,New York,2012,7,"15,594,058","9,639,774",61.8,"8,816,642",56.5,"823,132",8.5
51000,New York city,2012,7,"6,709,219","4,041,197",60.2,"3,666,551",54.6,"374,646",9.3
37,North Carolina,2012,7,"7,501,077","4,674,449",62.3,"4,246,670",56.6,"427,779",9.2
38,North Dakota,2012,7,"544,846","398,096",73.1,"386,016",70.8,"12,080",3
39,Ohio,2012,7,"9,023,047","5,696,130",63.1,"5,284,022",58.6,"412,108",7.2
40,Oklahoma,2012,7,"2,894,701","1,806,027",62.4,"1,712,881",59.2,"93,146",5.2
41,Oregon,2012,7,"3,100,383","1,949,069",62.9,"1,778,670",57.4,"170,399",8.7
42,Pennsylvania,2012,7,"10,161,998","6,477,946",63.7,"5,972,272",58.8,"505,674",7.8
44,Rhode Island,2012,7,"846,076","557,814",65.9,"500,100",59.1,"57,714",10.3
45,South Carolina,2012,7,"3,658,885","2,181,046",59.6,"1,982,687",54.2,"198,359",9.1
46,South Dakota,2012,7,"632,895","442,771",70,"423,491",66.9,"19,280",4.4
47,Tennessee,2012,7,"5,024,920","3,091,741",61.5,"2,849,172",56.7,"242,569",7.8
48,Texas,2012,7,"19,352,400","12,683,670",65.5,"11,842,833",61.2,"840,837",6.6
49,Utah,2012,7,"2,029,157","1,371,493",67.6,"1,299,274",64,"72,219",5.3
50,Vermont,2012,7,"511,416","354,962",69.4,"337,177",65.9,"17,785",5
51,Virginia,2012,7,"6,329,377","4,214,075",66.6,"3,962,412",62.6,"251,663",6
53,Washington,2012,7,"5,384,208","3,468,306",64.4,"3,187,205",59.2,"281,101",8.1
54,West Virginia,2012,7,"1,487,324","807,985",54.3,"746,582",50.2,"61,403",7.6
55,Wisconsin,2012,7,"4,486,801","3,074,048",68.5,"2,855,827",63.6,"218,221",7.1
56,Wyoming,2012,7,"444,812","307,256",69.1,"290,836",65.4,"16,420",5.3
1,Alabama,2012,8,"3,748,089","2,169,934",57.9,"1,994,999",53.2,"174,935",8.1
2,Alaska,2012,8,"536,355","365,184",68.1,"339,491",63.3,"25,693",7
4,Arizona,2012,8,"5,015,888","3,020,551",60.2,"2,775,736",55.3,"244,815",8.1
5,Arkansas,2012,8,"2,265,631","1,335,828",59,"1,235,341",54.5,"100,487",7.5
6,California,2012,8,"29,447,502","18,525,975",62.9,"16,657,927",56.6,"1,868,048",10.1
37,Los Angeles County,2012,8,"7,854,858","4,912,697",62.5,"4,390,564",55.9,"522,133",10.6
8,Colorado,2012,8,"4,003,291","2,753,018",68.8,"2,539,646",63.4,"213,372",7.8
9,Connecticut,2012,8,"2,845,721","1,881,030",66.1,"1,721,402",60.5,"159,628",8.5
10,Delaware,2012,8,"721,500","445,391",61.7,"413,155",57.3,"32,236",7.2
11,District of Columbia,2012,8,"529,034","368,259",69.6,"336,159",63.5,"32,100",8.7
12,Florida,2012,8,"15,509,988","9,387,808",60.5,"8,612,803",55.5,"775,005",8.3
13,Georgia,2012,8,"7,502,640","4,779,954",63.7,"4,358,242",58.1,"421,712",8.8
15,Hawaii,2012,8,"1,065,161","645,644",60.6,"608,381",57.1,"37,263",5.8
16,Idaho,2012,8,"1,195,378","768,946",64.3,"714,799",59.8,"54,147",7
17,Illinois,2012,8,"9,992,005","6,591,025",66,"6,002,104",60.1,"588,921",8.9
18,Indiana,2012,8,"5,036,082","3,162,655",62.8,"2,901,687",57.6,"260,968",8.3
19,Iowa,2012,8,"2,391,400","1,645,844",68.8,"1,563,585",65.4,"82,259",5
20,Kansas,2012,8,"2,176,677","1,481,494",68.1,"1,398,827",64.3,"82,667",5.6
21,Kentucky,2012,8,"3,386,949","2,055,870",60.7,"1,887,984",55.7,"167,886",8.2
22,Louisiana,2012,8,"3,506,269","2,078,013",59.3,"1,937,410",55.3,"140,603",6.8
23,Maine,2012,8,"1,083,457","702,608",64.8,"650,461",60,"52,147",7.4
24,Maryland,2012,8,"4,609,883","3,120,053",67.7,"2,905,501",63,"214,552",6.9
25,Massachusetts,2012,8,"5,353,570","3,486,532",65.1,"3,255,172",60.8,"231,360",6.6
26,Michigan,2012,8,"7,786,979","4,669,621",60,"4,248,271",54.6,"421,350",9
27,Minnesota,2012,8,"4,191,970","2,960,033",70.6,"2,796,229",66.7,"163,804",5.5
28,Mississippi,2012,8,"2,255,160","1,311,168",58.1,"1,193,256",52.9,"117,912",9
29,Missouri,2012,8,"4,673,053","3,009,225",64.4,"2,805,395",60,"203,830",6.8
30,Montana,2012,8,"793,035","507,323",64,"477,276",60.2,"30,047",5.9
31,Nebraska,2012,8,"1,414,615","1,016,964",71.9,"976,875",69.1,"40,089",3.9
32,Nevada,2012,8,"2,136,618","1,377,946",64.5,"1,227,428",57.4,"150,518",10.9
33,New Hampshire,2012,8,"1,067,125","742,556",69.6,"701,180",65.7,"41,376",5.6
34,New Jersey,2012,8,"6,977,384","4,591,192",65.8,"4,163,938",59.7,"427,254",9.3
35,New Mexico,2012,8,"1,592,305","926,142",58.2,"861,644",54.1,"64,498",7
36,New York,2012,8,"15,604,651","9,644,698",61.8,"8,832,633",56.6,"812,065",8.4
51000,New York city,2012,8,"6,714,357","4,042,497",60.2,"3,673,393",54.7,"369,104",9.1
37,North Carolina,2012,8,"7,509,658","4,683,439",62.4,"4,256,973",56.7,"426,466",9.1
38,North Dakota,2012,8,"546,202","398,917",73,"386,749",70.8,"12,168",3.1
39,Ohio,2012,8,"9,026,888","5,694,460",63.1,"5,285,241",58.5,"409,219",7.2
40,Oklahoma,2012,8,"2,897,282","1,808,191",62.4,"1,714,705",59.2,"93,486",5.2
41,Oregon,2012,8,"3,103,387","1,943,145",62.6,"1,774,011",57.2,"169,134",8.7
42,Pennsylvania,2012,8,"10,165,343","6,483,903",63.8,"5,977,176",58.8,"506,727",7.8
44,Rhode Island,2012,8,"846,358","558,065",65.9,"501,074",59.2,"56,991",10.2
45,South Carolina,2012,8,"3,662,909","2,180,625",59.5,"1,986,384",54.2,"194,241",8.9
46,South Dakota,2012,8,"633,653","442,992",69.9,"423,772",66.9,"19,220",4.3
47,Tennessee,2012,8,"5,029,015","3,093,355",61.5,"2,852,928",56.7,"240,427",7.8
48,Texas,2012,8,"19,384,700","12,700,437",65.5,"11,870,936",61.2,"829,501",6.5
49,Utah,2012,8,"2,032,739","1,373,848",67.6,"1,302,622",64.1,"71,226",5.2
50,Vermont,2012,8,"511,622","354,690",69.3,"337,071",65.9,"17,619",5
51,Virginia,2012,8,"6,335,249","4,216,904",66.6,"3,967,881",62.6,"249,023",5.9
53,Washington,2012,8,"5,389,972","3,465,619",64.3,"3,190,132",59.2,"275,487",7.9
54,West Virginia,2012,8,"1,487,356","807,682",54.3,"746,176",50.2,"61,506",7.6
55,Wisconsin,2012,8,"4,489,413","3,073,483",68.5,"2,857,411",63.6,"216,072",7
56,Wyoming,2012,8,"445,253","307,194",69,"290,801",65.3,"16,393",5.3
1,Alabama,2012,9,"3,750,275","2,168,958",57.8,"1,997,251",53.3,"171,707",7.9
2,Alaska,2012,9,"536,533","365,217",68.1,"339,684",63.3,"25,533",7
4,Arizona,2012,9,"5,023,186","3,019,807",60.1,"2,778,912",55.3,"240,895",8
5,Arkansas,2012,9,"2,266,887","1,330,960",58.7,"1,230,958",54.3,"100,002",7.5
6,California,2012,9,"29,482,941","18,549,062",62.9,"16,707,541",56.7,"1,841,521",9.9
37,Los Angeles County,2012,9,"7,862,165","4,919,255",62.6,"4,402,330",56,"516,925",10.5
8,Colorado,2012,9,"4,009,859","2,756,624",68.7,"2,545,735",63.5,"210,889",7.7
9,Connecticut,2012,9,"2,847,232","1,877,782",66,"1,719,516",60.4,"158,266",8.4
10,Delaware,2012,9,"722,290","445,173",61.6,"412,885",57.2,"32,288",7.3
11,District of Columbia,2012,9,"529,946","370,298",69.9,"338,145",63.8,"32,153",8.7
12,Florida,2012,9,"15,531,370","9,399,827",60.5,"8,634,225",55.6,"765,602",8.1
13,Georgia,2012,9,"7,509,618","4,780,910",63.7,"4,363,428",58.1,"417,482",8.7
15,Hawaii,2012,9,"1,065,930","645,519",60.6,"609,423",57.2,"36,096",5.6
16,Idaho,2012,9,"1,196,886","769,204",64.3,"715,853",59.8,"53,351",6.9
17,Illinois,2012,9,"9,996,379","6,595,030",66,"6,006,981",60.1,"588,049",8.9
18,Indiana,2012,9,"5,039,716","3,166,396",62.8,"2,904,906",57.6,"261,490",8.3
19,Iowa,2012,9,"2,393,144","1,646,467",68.8,"1,564,435",65.4,"82,032",5
20,Kansas,2012,9,"2,177,641","1,482,464",68.1,"1,399,989",64.3,"82,475",5.6
21,Kentucky,2012,9,"3,389,144","2,057,624",60.7,"1,889,945",55.8,"167,679",8.1
22,Louisiana,2012,9,"3,508,668","2,079,051",59.3,"1,940,739",55.3,"138,312",6.7
23,Maine,2012,9,"1,083,860","702,815",64.8,"651,135",60.1,"51,680",7.4
24,Maryland,2012,9,"4,614,155","3,122,961",67.7,"2,908,807",63,"214,154",6.9
25,Massachusetts,2012,9,"5,359,137","3,489,184",65.1,"3,257,207",60.8,"231,977",6.6
26,Michigan,2012,9,"7,791,086","4,674,794",60,"4,254,554",54.6,"420,240",9
27,Minnesota,2012,9,"4,195,788","2,962,886",70.6,"2,799,813",66.7,"163,073",5.5
28,Mississippi,2012,9,"2,256,318","1,307,378",57.9,"1,190,280",52.8,"117,098",9
29,Missouri,2012,9,"4,675,419","3,010,505",64.4,"2,806,932",60,"203,573",6.8
30,Montana,2012,9,"793,822","507,764",64,"478,130",60.2,"29,634",5.8
31,Nebraska,2012,9,"1,415,716","1,018,072",71.9,"977,850",69.1,"40,222",4
32,Nevada,2012,9,"2,139,803","1,378,921",64.4,"1,230,482",57.5,"148,439",10.8
33,New Hampshire,2012,9,"1,067,697","742,871",69.6,"701,507",65.7,"41,364",5.6
34,New Jersey,2012,9,"6,982,192","4,593,628",65.8,"4,168,382",59.7,"425,246",9.3
35,New Mexico,2012,9,"1,593,036","927,444",58.2,"862,875",54.2,"64,569",7
36,New York,2012,9,"15,615,953","9,651,104",61.8,"8,849,547",56.7,"801,557",8.3
51000,New York city,2012,9,"6,719,511","4,044,885",60.2,"3,680,175",54.8,"364,710",9
37,North Carolina,2012,9,"7,518,072","4,691,940",62.4,"4,266,699",56.8,"425,241",9.1
38,North Dakota,2012,9,"547,534","399,723",73,"387,469",70.8,"12,254",3.1
39,Ohio,2012,9,"9,031,144","5,695,835",63.1,"5,286,742",58.5,"409,093",7.2
40,Oklahoma,2012,9,"2,899,924","1,809,900",62.4,"1,716,058",59.2,"93,842",5.2
41,Oregon,2012,9,"3,106,546","1,937,483",62.4,"1,769,434",57,"168,049",8.7
42,Pennsylvania,2012,9,"10,169,098","6,488,808",63.8,"5,982,112",58.8,"506,696",7.8
44,Rhode Island,2012,9,"846,633","558,245",65.9,"502,085",59.3,"56,160",10.1
